3070,2008-12-27 00:00:00,8,12,"pago paseos adicionales"
3070,2009-01-17 00:00:00,3,300,"a cuenta entrenamiento"
3070,2009-02-11 00:00:00,8,200," A CUENTA"
2407,2005-12-26 00:00:00,8,400,"CUENTA"
2407,2006-02-19 00:00:00,8,400," A CUENTA"
2412,2008-12-29 00:00:00,8,180,"BONO15"
2413,2005-12-31 00:00:00,8,36,"a cuenta"
3321,2008-09-13 00:00:00,8,30,"ADELANTO"
3347,2008-10-02 00:00:00,3,180,"BONO 15"
3347,2008-10-15 00:00:00,3,180,"Bono 15"
3347,2009-03-10 00:00:00,3,300,"BONO 30 DIAS"
3605,2009-01-11 00:00:00,8,180,"BONO 15"
3608,2011-05-31 00:00:00,8,132,"A CUENTA"
3609,2009-01-26 00:00:00,3,,"no tenia pasta"
3609,2009-02-16 00:00:00,8,120,"paga atraso y nueva estancia"
3610,2009-02-03 00:00:00,8,317,"mes y vestido rojo"
3070,2009-02-27 00:00:00,8,50,"a cuenta entrenamiento"
3070,2009-03-07 00:00:00,3,300," a cuenta"
3070,2009-05-14 00:00:00,3,75,"Adelanto estancia"
3070,2009-07-18 00:00:00,3,15,"pago residencia"
3101,2009-02-11 00:00:00,8,5,"SOBRA DE FACTURA, SIN CAMBIO"
3108,2008-10-24 00:00:00,3,180,"bono 15 dias"
3612,2009-03-16 00:00:00,8,180,"BONO 15 NOCHES"
3612,2010-03-10 00:00:00,3,180,"bono 15"
3612,2011-03-22 00:00:00,9,3,"cuadrar a cero"
3616,2009-02-20 00:00:00,3,180,"BONO 15"
3616,2009-03-23 00:00:00,8,9,"Error en el cobro"
3640,2009-03-13 00:00:00,8,45," a cuenta"
3645,2011-03-22 00:00:00,9,186.64999389648438,"cuadrar a cero"
3645,2011-05-03 00:00:00,3,200,"bono 15"
3645,2017-03-17 00:00:00,3,45,"A CUENTA"
3653,2009-04-13 00:00:00,8,180,"Bono 15"
3658,2009-04-21 00:00:00,5,80,"PAGO DEUDA"
3709,2009-05-29 00:00:00,3,190,"Pagado hasta el 1 de junio"
3709,2009-06-30 00:00:00,8,300,"Pagado hasta 1 julio"
3709,2009-07-31 00:00:00,8,321,"Pagado hasta el 1 de agosto"
3709,2009-08-31 00:00:00,8,300,"Hasta el 1 de septiembre"
3727,2009-08-01 00:00:00,8,200,"Paga hata 30/07"
3727,2009-09-04 00:00:00,8,400,"AGOSTO Y SEPTIEMBRE"
3727,2009-12-05 00:00:00,8,400,"PAGADO HASTA 30/11"
3727,2010-02-17 00:00:00,5,400,"a cuenta"
3521,2008-09-23 00:00:00,5,600,"pago factura "
3529,2009-09-02 00:00:00,8,180,"Anticipo res"
3743,2009-07-18 00:00:00,8,170,"Pagado hasta el 17/08/2009"
3743,2009-08-21 00:00:00,8,170,"Pagado hasta el 17/09/2009"
3754,2009-09-25 00:00:00,3,180,"bono 15"
3754,2009-09-25 00:00:00,9,18,"cuadrar a cero"
3797,2009-10-13 00:00:00,3,300,"bono 30"
2341,2009-09-26 00:00:00,3,250,"bono 15 dias para 2 perros"
2347,2005-11-10 00:00:00,8,320,"Entrega de Reserva 1500"
